ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
1000270193564342360,Townhome in Atlanta,,,,,,,,,225.0,225.0,225.0,225.0,False,,,,,3.0,2.5
1000270193564342360,Townhome in Atlanta,275.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,220.0,198.0,230.0,213.0,False,,,,,3.0,2.5
1000527636324868284,"Cozy condo, amazing views and a king bed.",,,,,,,,,,,125.0,125.0,False,33.7626,-84.3879,True,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Elevator', 'Air conditioning', 'Bathtub', 'Hair dryer', 'Carbon monoxide alarm']",1.0,1.0
1000527636324868284,"Cozy condo, amazing views and a king bed.",125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,153.0,138.0,147.0,False,33.7626,-84.3879,True,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Elevator', 'Air conditioning', 'Bathtub', 'Hair dryer', 'Carbon monoxide alarm']",1.0,1.0
1001525828918236692,Vibrant Atlanta Loft,,,,,,,,,129.0,129.0,129.0,119.0,False,33.75014,-84.39319,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Elevator', 'Washer', 'Free dryer – In unit', 'Air conditioning', 'Exterior security cameras on property']",1.0,1.0
1001525828918236692,Vibrant Atlanta Loft,119.0,129.0,129.0,133.0,133.0,133.0,137.0,137.0,137.0,144.0,361.0,945.0,False,33.75014,-84.39319,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Elevator', 'Washer', 'Free dryer – In unit', 'Air conditioning', 'Exterior security cameras on property']",1.0,1.0
1001568707158415291,Beltline/Old Fourth Ward Modern Luxury Home,,,,,,,,,,,410.0,410.0,False,33.758623244126035,-84.36755730460935,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Exterior security cameras on property']",4.0,3.0
1001568707158415291,Beltline/Old Fourth Ward Modern Luxury Home,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,520.0,302.0,423.0,False,33.758623244126035,-84.36755730460935,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Exterior security cameras on property']",4.0,3.0
1001582921050251221,Modern Boho w/ 5BD|2BR Sleeps 10,,,,,,,,,200.0,200.0,200.0,200.0,False,33.76179521700764,-84.44266531346312,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In building', 'Free dryer – In building', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,2.0
1001582921050251221,Modern Boho w/ 5BD|2BR Sleeps 10,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,100.0,99.0,86.0,False,33.76179521700764,-84.44266531346312,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In building', 'Free dryer – In building', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,2.0
1001670956644548014,Comfy Villa in the middle of Downtown,,,,,,,,,,125.0,99.0,99.0,False,33.74494,-84.42955,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '50 inch HDTV with Amazon Prime Video, Apple TV, Netflix', 'Washer', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,1.0
1001670956644548014,Comfy Villa in the middle of Downtown,99.0,99.0,99.0,99.0,99.0,175.0,175.0,175.0,175.0,175.0,312.0,252.0,False,33.74494,-84.42955,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '50 inch HDTV with Amazon Prime Video, Apple TV, Netflix', 'Washer', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,1.0
1001670956644548014,Comfy Villa in the middle of Downtown,240.0,,,,,,,,,,138.0,138.0,False,33.74494,-84.42955,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '50 inch HDTV with Amazon Prime Video, Apple TV, Netflix', 'Washer', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,1.0
1001673445754075407,Atl/Conley Haven 2,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,148.0,False,33.64478586334301,-84.33970704587053,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises', 'Pets allowed', 'Dryer', 'Central air conditioning', 'Bathtub', 'Patio or balcony', 'Exterior security cameras on property']",4.0,3.0
1001673445754075407,Atl/Conley Haven 2,148.0,,,,,,,,,,,77.0,False,33.64478586334301,-84.33970704587053,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises', 'Pets allowed', 'Dryer', 'Central air conditioning', 'Bathtub', 'Patio or balcony', 'Exterior security cameras on property']",4.0,3.0
1002133152860318260,Luxurious DTWN Condo w/ King Bed,85.0,66.0,66.0,74.0,78.0,79.0,95.0,59.0,59.0,85.0,108.0,274.0,False,33.761046644228486,-84.38104540056239,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Pool', 'Pets allowed', 'TV', 'Elevator', 'Washer', 'Dryer', 'Exterior security cameras on property']",2.0,1.0
1002133152860318260,Luxurious DTWN Condo w/ King Bed,217.0,,,,,,,,,,,150.0,False,33.761046644228486,-84.38104540056239,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Pool', 'Pets allowed', 'TV', 'Elevator', 'Washer', 'Dryer', 'Exterior security cameras on property']",2.0,1.0
1002139286746937112,Home Away From Home,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,186.0,185.0,False,,,,,2.0,2.0
1002139286746937112,Home Away From Home,167.0,,,322.0,322.0,318.0,316.0,314.0,305.0,303.0,295.0,295.0,False,,,,,2.0,2.0
10027479,Buckhead Bungalow with Privacy,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,338.0,332.0,False,33.8398,-84.3477,False,"['Kitchen', 'Fast wifi – 128 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', '56 inch HDTV with Netflix, standard cable, premium cable', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Carbon monoxide alarm']",3.0,2.0
10027479,Buckhead Bungalow with Privacy,529.0,,,,,,,,,100.0,111.0,111.0,False,33.8398,-84.3477,False,"['Kitchen', 'Fast wifi – 128 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', '56 inch HDTV with Netflix, standard cable, premium cable', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Carbon monoxide alarm']",3.0,2.0
