ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
39967176,Stylish Sanctuary with Rooftop Beer Garden,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,175.0,108.0,118.0,False,36.16858,-86.81462,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '45 inch TV with standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,3.5
39971384,Pretty & Private | 2 BDR w/Terrace | Walk to shops,,79.0,96.0,102.0,109.0,101.0,84.0,79.0,89.0,79.0,79.0,79.0,False,36.1349,-86.8029,True,"['Courtyard view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking garage on premises – 1 space', '32 inch TV with Roku', 'Central air conditioning', 'Private patio or balcony', 'Hair dryer', 'Microwave']",2.0,1.0
39971384,Pretty & Private | 2 BDR w/Terrace | Walk to shops,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,94.0,122.0,620.0,False,36.1349,-86.8029,True,"['Courtyard view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking garage on premises – 1 space', '32 inch TV with Roku', 'Central air conditioning', 'Private patio or balcony', 'Hair dryer', 'Microwave']",2.0,1.0
39985683,*EastNash* Minutes from Broadway/Downtown,,179.0,205.0,227.0,199.0,201.0,164.0,174.0,125.0,125.0,125.0,125.0,False,36.16589,-86.75018,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Air conditioning', 'Exterior security cameras on property', 'Carbon monoxide alarm']",2.0,1.0
39985683,*EastNash* Minutes from Broadway/Downtown,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,393.0,177.0,181.0,False,36.16589,-86.75018,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Air conditioning', 'Exterior security cameras on property', 'Carbon monoxide alarm']",2.0,1.0
40061175,Eclectic apartment in historic tobacco barn,,172.0,208.0,189.0,171.0,166.0,145.0,168.0,172.0,225.0,225.0,225.0,False,36.15958,-86.80767,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'TV', 'Elevator', 'Washer', 'Dryer', 'Air conditioning', 'Carbon monoxide alarm']",1.0,1.0
40061175,Eclectic apartment in historic tobacco barn,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,153.0,131.0,128.0,False,36.15958,-86.80767,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'TV', 'Elevator', 'Washer', 'Dryer', 'Air conditioning', 'Carbon monoxide alarm']",1.0,1.0
40085696,Superb Luxury-Big And Gorgeous- 10 Comfy Beds,,,,320.0,284.0,283.0,268.0,290.0,281.0,9999.0,9999.0,9999.0,False,,,,,,
40085696,Superb Luxury-Big And Gorgeous- 10 Comfy Beds,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,207.0,162.0,144.0,False,,,,,,
40091046,"Green Garriage. Private, eastside guesthouse.",,112.0,124.0,137.0,137.0,126.0,102.0,133.0,95.0,95.0,95.0,95.0,False,36.19051,-86.73343,True,"['Kitchen', 'Fast wifi – 60 Mbps', 'Free parking on premises', 'Pets allowed', 'TV', 'AC - split type ductless system', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Pack ’n play/Travel crib', 'Hair dryer']",0.0,1.0
40091046,"Green Garriage. Private, eastside guesthouse.",95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,163.0,142.0,149.0,False,36.19051,-86.73343,True,"['Kitchen', 'Fast wifi – 60 Mbps', 'Free parking on premises', 'Pets allowed', 'TV', 'AC - split type ductless system', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Pack ’n play/Travel crib', 'Hair dryer']",0.0,1.0
40118089,Super Gulch Townhomes - Professionally Designed,,633.0,557.0,492.0,553.0,594.0,581.0,524.0,483.0,9999.0,9999.0,9999.0,False,,,,,8.0,9.0
40118089,Super Gulch Townhomes - Professionally Designed,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,418.0,459.0,452.0,False,,,,,8.0,9.0
40138204,"360° DT views, 8min to Broadway, 5min to Gulch☆NEW",,,,256.0,354.0,315.0,284.0,269.0,299.0,299.0,299.0,299.0,False,36.15697,-86.8163,True,"['City skyline view', 'Kitchen', 'Fast wifi – 199 Mbps', 'Free parking on premises', 'Pets allowed', '55 inch HDTV with standard cable', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Exterior security cameras on property']",4.0,4.0
40138204,"360° DT views, 8min to Broadway, 5min to Gulch☆NEW",299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,246.0,214.0,359.0,False,36.15697,-86.8163,True,"['City skyline view', 'Kitchen', 'Fast wifi – 199 Mbps', 'Free parking on premises', 'Pets allowed', '55 inch HDTV with standard cable', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Exterior security cameras on property']",4.0,4.0
40182570,Modern East Nashville Townhome,,,,,273.0,255.0,261.0,267.0,249.0,249.0,249.0,249.0,False,36.2072,-86.7664,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Private patio or balcony', 'Exterior security cameras on property']",2.0,2.5
40182570,Modern East Nashville Townhome,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,141.0,306.0,550.0,False,36.2072,-86.7664,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Private patio or balcony', 'Exterior security cameras on property']",2.0,2.5
40184141,Live w/Legends-3 mi to downtown; 5 beds-2 1/2 bath,,240.0,391.0,363.0,214.0,255.0,227.0,282.0,150.0,150.0,150.0,150.0,False,36.2072,-86.7664,True,"['Kitchen', 'Wifi', 'Free parking garage on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Air conditioning', 'Bathtub', 'Hair dryer', 'Refrigerator']",2.0,2.5
40184141,Live w/Legends-3 mi to downtown; 5 beds-2 1/2 bath,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,135.0,102.0,89.0,False,36.2072,-86.7664,True,"['Kitchen', 'Wifi', 'Free parking garage on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Air conditioning', 'Bathtub', 'Hair dryer', 'Refrigerator']",2.0,2.5
40201110,Beautiful Gulch Home - 7 Comfy Beds,,251.0,330.0,284.0,233.0,208.0,180.0,222.0,9999.0,9999.0,9999.0,9999.0,False,,,,,,
40201110,Beautiful Gulch Home - 7 Comfy Beds,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,197.0,282.0,188.0,False,,,,,,
40203107,The Marigold - Walkable to Food and Shops,,,,417.0,406.0,346.0,322.0,432.0,89.0,89.0,89.0,89.0,False,36.13251,-86.78129,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Patio or balcony']",3.0,4.0
40203107,The Marigold - Walkable to Food and Shops,89.0,89.0,89.0,89.0,89.0,89.0,89.0,96.0,200.0,206.0,214.0,207.0,False,36.13251,-86.78129,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Patio or balcony']",3.0,4.0
40230432,East Nashville Cottage,,141.0,144.0,150.0,172.0,171.0,161.0,158.0,105.0,105.0,105.0,105.0,False,36.19235,-86.75217,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private hot tub', 'TV', 'Air conditioning', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Hair dryer', 'Refrigerator']",1.0,1.0
40230432,East Nashville Cottage,115.0,115.0,115.0,115.0,115.0,115.0,115.0,120.0,125.0,129.0,143.0,131.0,False,36.19235,-86.75217,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private hot tub', 'TV', 'Air conditioning', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Hair dryer', 'Refrigerator']",1.0,1.0
40250589,The Frankie: All-King Bedrooms NEXT to Belmont!,,305.0,422.0,505.0,283.0,287.0,258.0,287.0,299.0,240.0,240.0,240.0,False,36.1365,-86.7901,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,3.5
