ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Avg. Occupany %,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
15969315,Hot Tub + Pool| Casa Perla,,,,24.0,22.0,30.0,21.0,13.0,20.0,11.0,8.0,6.0,60,False,29.44634,-98.49055,True,"['City skyline view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private outdoor pool - available all year, pool toys', 'Private hot tub', 'TV', 'Free washer – In unit', 'Free dryer – In building', 'Central air conditioning']",3.0,2.0
15969315,Hot Tub + Pool| Casa Perla,18.0,26.0,24.0,29.0,27.0,26.0,28.0,4.0,18.0,10.0,10.0,0.0,63,False,29.44634,-98.49055,True,"['City skyline view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private outdoor pool - available all year, pool toys', 'Private hot tub', 'TV', 'Free washer – In unit', 'Free dryer – In building', 'Central air conditioning']",3.0,2.0
16026007,Private King William Bungalow close to Downtown!,,,,23.0,18.0,17.0,11.0,23.0,24.0,16.0,22.0,8.0,49,False,29.4128,-98.4911,True,"['Kitchen', 'Fast wifi – 112 Mbps', 'Free parking on premises', 'HDTV with Roku', 'Washer', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Private patio or balcony', 'Exterior security cameras on property']",2.0,1.5
16026007,Private King William Bungalow close to Downtown!,15.0,25.0,18.0,23.0,10.0,0.0,0.0,7.0,8.0,11.0,13.0,29.0,53,False,29.4128,-98.4911,True,"['Kitchen', 'Fast wifi – 112 Mbps', 'Free parking on premises', 'HDTV with Roku', 'Washer', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Private patio or balcony', 'Exterior security cameras on property']",2.0,1.5
16065633,"Historic Apt-Pearl, Downtn, Riverwalk & Ft. Sam-#3",,,,,30.0,31.0,31.0,16.0,5.0,20.0,0.0,0.0,58,False,29.44492,-98.4902,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '45 inch HDTV with standard cable, HBO Max', 'Free washer – In building', 'Free dryer – In building', 'Window AC unit', 'Bathtub', 'Exterior security cameras on property']",1.0,1.0
16065633,"Historic Apt-Pearl, Downtn, Riverwalk & Ft. Sam-#3",12.0,6.0,19.0,19.0,0.0,3.0,0.0,3.0,7.0,5.0,16.0,4.0,52,False,29.44492,-98.4902,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '45 inch HDTV with standard cable, HBO Max', 'Free washer – In building', 'Free dryer – In building', 'Window AC unit', 'Bathtub', 'Exterior security cameras on property']",1.0,1.0
16070034,The Hannley Ranch,,,,,4.0,8.0,14.0,2.0,2.0,0.0,3.0,2.0,61,False,29.4475,-98.73028,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Private hot tub', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Carbon monoxide alarm']",2.0,1.0
16070034,The Hannley Ranch,2.0,7.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,30.0,29.0,0.0,51,False,29.4475,-98.73028,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Private hot tub', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Carbon monoxide alarm']",2.0,1.0
16100481,Comfortable Queen bed Near it All,26.0,2.0,17.0,23.0,21.0,27.0,27.0,23.0,25.0,19.0,31.0,19.0,59,False,29.45412,-98.49511,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Paid washer – In building', 'Paid dryer – In building', 'Air conditioning', 'Bathtub', 'Shared patio or balcony', 'Exterior security cameras on property']",1.0,1.0
16100481,Comfortable Queen bed Near it All,12.0,26.0,24.0,24.0,20.0,23.0,30.0,26.0,15.0,23.0,10.0,28.0,63,False,29.45412,-98.49511,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Paid washer – In building', 'Paid dryer – In building', 'Air conditioning', 'Bathtub', 'Shared patio or balcony', 'Exterior security cameras on property']",1.0,1.0
