HOUSE URL,ZPID,HOME STATUS,HOUSE TYPE,PRICE($),STREET,CITY,STATE,ZIP CODE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,HOUSE SIZE (sqft),LOT SIZE,RENT ZESTIMATE
https://www.zillow.com/homedetails/5005-Buchanan-Draw-Rd-Austin-TX-78738/249912639_zpid/,249912639,,SINGLE FAMILY,"$650,000",5005 Buchanan Draw Rd,Austin,TX,78738,3,3,2515,7927.92 sqft,
https://www.zillow.com/homedetails/13223-Darwin-Ln-Austin-TX-78729/29590408_zpid/,29590408,,SINGLE FAMILY,"$535,000",13223 Darwin Ln,Austin,TX,78729,3,3,2470,5902.38 sqft,
https://www.zillow.com/homedetails/8511-Slant-Oak-Dr-Austin-TX-78729/29557582_zpid/,29557582,,SINGLE FAMILY,"$400,000",8511 Slant Oak Dr,Austin,TX,78729,3,2,1381,0.3754 acres,
https://www.zillow.com/homedetails/7505-Seneca-Falls-Loop-Austin-TX-78739/70334907_zpid/,70334907,,SINGLE FAMILY,"$900,000",7505 Seneca Falls Loop,Austin,TX,78739,4,3,2882,7801.596 sqft,
https://www.zillow.com/homedetails/8321-Panadero-Dr-Austin-TX-78747/89551009_zpid/,89551009,,SINGLE FAMILY,"$349,900",8321 Panadero Dr,Austin,TX,78747,3,2,1652,6316.2 sqft,1987
https://www.zillow.com/homedetails/12401-Los-Indios-Trl-UNIT-5-Austin-TX-78729/29612618_zpid/,29612618,,CONDO,"$285,000",12401 Los Indios Trl UNIT 5,Austin,TX,78729,3,3,1480, ,
https://www.zillow.com/homedetails/1705-Richcreek-Rd-Austin-TX-78757/29419021_zpid/,29419021,,SINGLE FAMILY,"$1,050,000",1705 Richcreek Rd,Austin,TX,78757,4,3,2450,8058.6 sqft,4101
https://www.zillow.com/homedetails/8715-Ridgehill-Dr-Austin-TX-78759/58299034_zpid/,58299034,,SINGLE FAMILY,"$750,000",8715 Ridgehill Dr,Austin,TX,78759,4,2,2238,0.25370000000000004 acres,
https://www.zillow.com/homedetails/7808-Woodcroft-Dr-Austin-TX-78749/29490749_zpid/,29490749,,SINGLE FAMILY,"$425,000",7808 Woodcroft Dr,Austin,TX,78749,3,2,1241,7230.96 sqft,2172
https://www.zillow.com/homedetails/12725-Bloomington-Dr-129-Austin-TX-78748/339448920_zpid/,339448920,,SINGLE FAMILY,"$268,000",12725 Bloomington Dr #129,Austin,TX,78748,3,2,1350,8041.176 sqft,2107
https://www.zillow.com/homedetails/4504-Tamarack-Trl-Austin-TX-78727/29446202_zpid/,29446202,,SINGLE FAMILY,$200K,4504 Tamarack Trl,Austin,TX,78727,3,2,1621,8951.58 sqft,
https://www.zillow.com/homedetails/7300-Fred-Morse-Dr-Austin-TX-78723/29410148_zpid/,29410148,,SINGLE FAMILY,"$579,000",7300 Fred Morse Dr,Austin,TX,78723,3,2,1650,8546.472 sqft,
https://www.zillow.com/homedetails/7312-Van-Ness-St-Austin-TX-78744/249891254_zpid/,249891254,,SINGLE FAMILY,"$435,000",7312 Van Ness St,Austin,TX,78744,3,2,1754,6534 sqft,
https://www.zillow.com/homedetails/4530-Kind-Way-Austin-TX-78725/125806811_zpid/,125806811,,SINGLE FAMILY,"$238,000",4530 Kind Way,Austin,TX,78725,3,2,1100,6194.232 sqft,
https://www.zillow.com/homedetails/3011-Wadsworth-Way-Austin-TX-78748/29510403_zpid/,29510403,,SINGLE FAMILY,"$545,000",3011 Wadsworth Way,Austin,TX,78748,3,3,2201,7723.188 sqft,
https://www.zillow.com/homedetails/8909-Beatty-Ct-Austin-TX-78749/29492090_zpid/,29492090,,SINGLE FAMILY,"$749,900",8909 Beatty Ct,Austin,TX,78749,4,3,2214,8611.812 sqft,3672
https://www.zillow.com/homedetails/6109-York-Bridge-Cir-Austin-TX-78749/64761288_zpid/,64761288,,SINGLE FAMILY,"$825,000",6109 York Bridge Cir,Austin,TX,78749,5,3,2931,7200.468 sqft,3409
https://www.zillow.com/homedetails/4325-Dos-Cabezas-Dr-Austin-TX-78749/29488922_zpid/,29488922,,SINGLE FAMILY,"$559,900",4325 Dos Cabezas Dr,Austin,TX,78749,3,3,2526,0.2968 acres,3172
https://www.zillow.com/homedetails/5816-Secrest-Dr-Austin-TX-78759/29369168_zpid/,29369168,,SINGLE FAMILY,"$800,000",5816 Secrest Dr,Austin,TX,78759,3,3,2136,10545.876 sqft,
https://www.zillow.com/homedetails/7938-Wheel-Rim-Cir-Austin-TX-78749/29487066_zpid/,29487066,,SINGLE FAMILY,"$550,000",7938 Wheel Rim Cir,Austin,TX,78749,5,4,3084,10502.316 sqft,
https://www.zillow.com/homedetails/5601-Samuel-Huston-Ave-Austin-TX-78721/29391539_zpid/,29391539,,SINGLE FAMILY,"$299,000",5601 Samuel Huston Ave,Austin,TX,78721,3,2,1422,8494.2 sqft,
